あいいちろう	愛一朗,愛一郎,藍一朗,藍一郎,愛一朗,愛一郎,藍一朗,藍一郎
いっけい	一佳,一迦道,一馨,一京,一啓,一圭,一恵,一慧,一敬,一景,一渓,一結,一康,一惠,一憬,壱京,壱啓,壱圭,壱慶,壱敬,壱景,壱蛍,壱肇,壱敏,生渓
いっこう	一興,一光,一公,一功,一向,一孝,一宏,一巧,一幸,一広,一弘,一昂,一晃,一更,一校,一浩,一港,一甲,一耕,一考,一航,一行,一講,一項,一高,一洸,一皓,壱光,壱孝,壱昂,逸高,乙紘
いった	威太,威汰,一太,一汰,壱多,壱太,壱汰,逸多,逸太,逸汰
いってつ	一哲,一徹,一鉄,壱哲,壱徹,逸哲,斎哲,市哲
いっと	伊翔,一永,一虎,一士,一人,一杜,一渡,一登,一途,一都,一徳,一飛,一友,壱士,壱仁,壱斗,壱途,壱都,壱翔,溢仁,逸人,逸仁,逸斗,逸渡,逸登,逸都,逸翔,絆想
いっぺい	一衛,一丙,一兵,一平,壱丙,壱兵,壱平,逸丙,逸兵,逸平,乙丙,乙兵,乙平,樹平
いつじ	壱路,逸児,逸慈,逸次,逸滋,逸治,逸示,逸二,逸路,乙次,乙二,創路
いわお	イワオ,伊和夫,威和雄,巌,巌王,巌生,巌夫,岩,岩央,岩生,岩男,岩夫,岩雄,岩郎,厳,祝桜,祝男,祝夫,祝雄,磐夫,磐雄,嚴,巖,巖生,巖雄
うたや	宇太弥,羽太弥,羽汰也,唄哉,唄八,唄也,唄弥,唄矢,詠哉,詠也,詠矢,歌哉,歌也,歌弥,歌矢,詩哉,詩也,詩弥,詩矢
うみすけ	海丞
うみたろう	海太郎,海汰郎
うりゅう	宇龍,烏龍,羽竜,羽龍,雨竜,於劉,海竜,海龍,佑琉,佑瑠,優琉,優龍,優瑠,侑瑠
えいいちろう	叡一郎,映一郎,栄一朗,栄一郎,栄市郎,永一朗,永一郎,瑛一朗,瑛一郎,瑛逸郎,英一朗,英一郎,英壱郎,衛一朗,衛一郎,詠一朗,詠一郎,鋭一郎,裕季也
えいきち	営吉,影吉,映吉,栄吉,永吉,泳吉,瑛吉,英吉,詠吉,恵惟吉,榮吉
えいこう	映光,映考,栄光,栄公,栄孝,栄紘,栄考,永光,永航,永昊,泳幸,洩航,瑛航,瑛皐,英光,英公,英孝,英弘,英考,英行,詠光,詠煌
えいご	叡吾,映悟,栄伍,栄呉,栄吾,栄悟,栄梧,永五,永伍,永午,永呉,永吾,永御,永悟,永護,泳五,瑛伍,瑛吾,瑛悟,瑛護,瑛冴,英五,英伍,英吾,英悟,英梧,英語,英剛,詠午,詠吾,詠悟,詠梧
えいさく	映作,映朔,映策,栄佐久,栄咲,栄作,栄朔,栄策,永作,永朔,永策,瑛作,瑛朔,瑛桜,英作,英朔,英策,詠作,詠朔,鋭作,鋭策,榮作
えいし	叡史,映司,栄幸,栄司,栄志,栄資,栄信,永志,永祉,永至,瑛梓,瑛司,瑛史,瑛嗣,瑛士,瑛志,瑛至,瑛心,英使,英司,英史,英士,英始,英志,英詩,衛士,衛始,衛知,詠史,詠士,鋭士,榮司
えいしゅん	栄俊,永俊,永峻,永旬,永隼,瑛俊,瑛舜,瑛駿,瑛隼,英俊,英春,英舜,英駿,衛舜,詠春,笑瞬
えいしょう	栄勝,栄将,栄彰,栄昇,栄笑,栄翔,永将,永笑,永翔,瑛咲,瑛匠,瑛尚,瑛祥,瑛正,瑛生,瑛惺,瑛翔,英勝,英将,英昭,英翔,衛章
えいしろう	エイシロウ,映志郎,映詩朗,栄士朗,栄志郎,永司朗,永司郎,永史朗,永史郎,永四郎,永士郎,永志朗,永志郎,瑛史朗,瑛史郎,瑛士朗,瑛士郎,瑛志朗,瑛志郎,英四郎,英士朗,英志郎,衛士郎,詠士朗,詠志朗,鋭士龍
えいしん	叡深,叡真,叡紳,映心,映晋,映真,映津,栄伸,栄信,栄心,栄慎,栄芯,栄進,永慎,永新,永晋,永真,永進,瑛志武,瑛信,瑛心,瑛慎,瑛新,瑛真,瑛紳,瑛臣,瑛芯,瑛進,瑛仁,英伸,英信,英心,英慎,英新,英真,英臣,詠心,詠晋,詠秦,詠進,鋭心,絵位紳,貰心,榮信,榮真,榮進,衞進
えいじろう	叡治郎,映次郎,栄次郎,栄治郎,栄二郎,永士朗,永士郎,永次朗,永次郎,永治郎,永二朗,永二郎,瑛士朗,瑛次郎,瑛二朗,瑛二郎,瑛路郎,英次郎,英治郎,英二郎,詠治朗,鋭次郎,榮次郎
えいすけ	エイスケ,叡介,叡甫,叡祐,叡亮,影介,映右,映介,映輔,映祐,栄維,栄介,栄助,栄補,栄輔,栄佑,栄祐,栄亮,永介,永恭,永佐,永資,永助,永将,永丞,永典,永舗,永補,永輔,永佑,永祐,永亮,永侑,瑛允,瑛右,瑛介,瑛資,瑛寿迦,瑛助,瑛奨,瑛将,瑛丞,瑛輔,瑛佑,瑛友,瑛祐,瑛裕,瑛翼,瑛亮,瑛涼,英介,英高,英資,英助,英将,英昌,英丞,英典,英甫,英補,英輔,英佑,英祐,英翼,英亮,衛介,衛助,詠介,詠哉,詠助,詠丞,詠典,詠輔,詠佑,詠祐,詠亮,鋭介,鋭丞,榮介,榮友,榮祐
えいせい	叡せい,叡世,映成,映晴,映生,映惺,栄聖,栄惺,永成,永政,永清,永誠,永惺,永晟,瑛世,瑛成,瑛政,瑛星,瑛晴,瑛正,瑛生,瑛盛,瑛誠,瑛惺,英世,英成,英生,英誠,英誓,英晟,衛世,衛成,衛青,詠世,詠政,詠生,詠聖,榮誠
えいた	えい汰,叡太,叡汰,影太,映多,映太,映汰,映大,栄丈,栄多,栄太,栄汰,栄泰,栄大,栄端,永丈,永生泰,永多,永太,永汰,永泰,永大,永端,瑛一太,瑛壱太,瑛虎,瑛勝,瑛丈,瑛多,瑛太,瑛汰,瑛泰,瑛大,瑛端,瑛田,瑛唯太,瑛唯大,瑛立,英偉太,英維太,英維汰,英丈,英多,英太,英汰,英駄,英泰,英大,英端,衛太,衛汰,詠丈,詠多,詠太,詠汰,詠泰,詠大,鋭多,鋭太,央泰,絵伊太,絵偉太,絵一太,絵唯太,恵太,景大,笑生泰,笑太,榮太,榮汰,榮泰,榮大
えいのすけ	栄乃介,栄之介,栄之助,栄之輔,永之介,永之助,永之輔,瑛ノ介,瑛之介,瑛之昌,英之介,英之助,鋭之助,榮之介,榮之助
えいま	えいま,叡磨,影磨,映馬,栄守,栄真,栄誠,栄馬,栄摩,栄磨,栄麻,永真,永馬,永摩,永磨,永麻,永眞,瑛真,瑛馬,瑛磨,英真,英馬,英舞,英摩,英磨,鋭馬
えいゆう	栄優,栄有,永結,永悠,瑛友,瑛雄,英雄,詠悠,詠有
えつし	悦司,悦史,悦士,悦志,悦之
えつじ	悦司,悦士,悦志,悦児,悦慈,悦次,悦滋,悦治,悦示,悦二,悦路,越司,越治,閲次,閲二
おうき	逢希,央喜,央基,央希,央毅,央季,央稀,央紀,央記,央貴,央起,央輝,央樹,央木,央暉,央綺,奥己,往綺,応輝,応治,応樹,旺葵,旺喜,旺希,旺揮,旺毅,旺季,旺稀,旺記,旺貴,旺起,旺輝,旺己,旺樹,旺城,旺生,旺大,旺來,旺暉,王葵,王貴,王輝,王騎,王樹,王妃,王煌,翁葵,黄稀,巨樹,宏樹,晃希,皇希,皇棋,皇軌,皇樹,桜葵,桜王,桜喜,桜基,桜希,桜季,桜稀,桜紀,桜貴,桜輝,桜騎,桜己,桜示,桜樹,桜大,桜来,桜暉,桜綺,桜熙,生基,太葵,太軌,大稀,大貴,鷹希,鷹生,凰葵,凰喜,凰希,凰毅,凰稀,凰紀,凰貴,凰輝,凰己,凰生,凰来,凰來,凰暉,凰綺,墺樹,應希,應紀,應樹,應来,晄季,櫻毅,櫻騎,煌喜,煌希,煌季,煌貴,煌輝,煌己,煌生,煌暉,煌絆
おうじろう	央次郎,央二朗,応治郎,応二朗,旺史朗,旺史郎,旺士朗,旺志郞,旺志朗,旺志郎,旺次朗,旺次郎,旺治龍,旺治郎,旺仁郎,旺二朗,旺二郎,欧次朗,欧次郎,欧二郎,王次朗,王次郎,王二郎,桜史朗,桜史郎,桜慈朗,桜次郎,桜仁朗,桜二郎,桜之郎,扇児朗,鷹志朗,鷹次郎,凰士朗,凰士楼,凰仁朗,凰仁郎,應二朗,櫻司郎,櫻仁朗,櫻二郎,煌士瀧,煌士朗,煌二郎
おうすけ	逢右,逢介,逢助,逢佑,逢祐,逢裕,央育,央允,央羽介,央介,央恭,央哉,央助,央奨,央将,央丞,央制,央典,央輔,央佑,央祐,央裕,央翼,央亮,央涼,央侑,応介,応助,応輔,応翼,応亮,旺育,旺右,旺介,旺恭,旺佐,旺資,旺助,旺丞,旺典,旺扶,旺甫,旺輔,旺佑,旺友,旺宥,旺祐,旺翼,旺理,旺亮,旺諒,旺侑,旺將,横介,欧介,欧佑,欧祐,欧理,欧亮,王介,王治朗,王助,王将,王佑,王祐,王亮,翁介,翁助,翁輔,翁佑,襖介,鴎介,晃佑,皇介,皇助,皇将,皇丞,皇典,皇甫,皇輔,皇佑,皇涼,皇良,桜維,桜育,桜右,桜延,桜介,桜空,桜佐,桜助,桜奨,桜将,桜丞,桜典,桜督,桜舗,桜甫,桜輔,桜佑,桜友,桜祐,桜翼,桜理,桜亮,桜涼,緒宇介,生典,太亮,大介,大助,大亮,鷹介,鷹佑,鷹祐,鷹亮,幌介,邑佑,邑祐,邑亮,凰右,凰介,凰丞,凰輔,凰佑,凰友,凰祐,凰亮,應すけ,應允,應介,應助,應丞,應典,應輔,應佑,應祐,晄介,晄丞,晄輔,晄祐,晄理,櫻介,櫻助,櫻丞,櫻典,櫻輔,櫻佑,櫻祐,洸介,煌右,煌介,煌将,煌承,煌丞,煌典,煌佑,煌祐,煌理,鷗介,鷗輔,鷗佑
おうたろう	凹太郎,央太朗,央太郎,央汰郎,奥太郎,旺多朗,旺太朗,旺太郎,旺汰朗,旺汰郎,旺大朗,旺大郎,欧太郎,殴太郎,王太郎,王田郎,皇太郎,皇大郎,桜太朗,桜太郎,桜汰郎,桜大朗,桜大郎,鷹太郎,凰太朗,凰太郎,凰汰郎,應太朗,應太郎,晄太郎,櫻太朗,櫻太郎,煌太郎,煌汰郎
おうや	央哉,央也,央弥,旺哉,旺也,旺弥,旺矢,欧也,王也,王弥,桜哉,桜也,桜夜,桜耶,桜弥,晄矢,櫻也,櫻弥,煌絆
おおが	太芽,太賀,大峨,大我,大芽,大賀,大雅
おおじ	大路
おおじろう	大次郎
おおすけ	旺佑,洪右,太介,太亮,大介,大恭,大佐,大助,大将,大丞,大輔,大佑,大祐,大裕,大理,鳳丞
おくと	億人,億説,億砥,憶澄,麻玖斗,勇琥十
おとき	乙綺,音葵,音季,音稀,音輝,音樹,音煌,弟紀
おんや	恩也,温也
かいえい	快瑛,快英,魁栄,魁英,海瑛,櫂英
かいおう	介凰,快桜,改王,魁旺,魁王,魁皇,魁凰,海王,海皇,海凰,凱旺,凱凰,櫂央
かいが	介華,介牙,介芽,介賀,介雅,快華,快雅,改我,改賀,海夏,海河,海華,海我,海牙,海芽,海賀,海雅,海翔,開我
かいき	佳衣希,佳衣稀,佳衣貴,佳衣輝,佳衣綺,佳粋,加伊希,加衣希,加衣稀,加衣貴,加衣樹,加衣綺,可粋,花衣希,花衣稀,花衣貴,花衣綺,快希,快毅,快稀,快紀,快輝,快樹,改喜,改紀,改貴,改起,改輝,改樹,魁基,魁希,魁毅,魁輝,海響,海希,海毅,海気,海稀,海紀,海貴,海軌,海輝,海騎,海響,海己,海樹,海暉,海綺,開貴,貝輝,香衣希,香衣稀,香衣貴,香衣綺,桧希,桧輝,桧生,耀生,櫂己,櫂生
かいし	かい枝,菓石,介司,介史,介嗣,介士,介志,介至,介資,会志,快司,快士,快志,改司,改史,改士,改師,改志,改詩,魁士,魁志,海司,海史,海嗣,海士,海市,海志,海獅,海詩,海汐,海心,海之,皆志,皆思,開司,開史,開士,開志,凱士,桧史,櫂士,櫂市,櫂志,櫂至,諧史,諧志
かいしゅう	介脩,快周,快宗,快就,快修,快秀,快秋,快舟,快集,快充,快祝,改宗,改秀,魁士佑,魁州,魁秀,魁嵩,魁柊,海周,海州,海修,海秀,海舟,海週,海集,海嵩,海鷲,海脩,絵周,絵秀,絵秋,絵脩,開柊,凱秋,凱充,桧秋,櫂周,櫂舟,櫂充,櫂嵩
かいしゅん	快俊,海俊,海竣
かいしん	会心,快心,快申,快真,快進,改新,改進,魁心,魁真,海信,海心,海新,海秦,海進,海晨,皆心,皆親,絵心,開心,開新,開芯,凱信,凱心,凱芯,凱親,凱眞,鎧親,桧心,桧親,楷芯,櫂心,櫂慎,櫂真,櫂芯,櫂親
かいじ	かいじ,佳意司,寡威慈,介児,介慈,介次,介滋,介治,介示,介二,介路,快司,快士,快児,快慈,快時,快次,快治,快爾,快璽,快示,快二,魁司,魁士,魁志,魁至,魁児,魁慈,魁次,魁治,魁二,海司,海嗣,海士,海志,海侍,海慈,海次,海地,海二,海路,界示,界弐,絵慈,開司,開次,開治,開示,開路,凱司,凱士,甲斐児,蘭已子,櫂司,櫂士,櫂志,櫂慈,櫂次,櫂二,諧侍,諧二
かいた	佳衣太,加衣太,花衣太,介多,介太,会太,解太,快太,怪太,改太,海多,海太,海汰,開多,開太,階太,貝太,凱太,香衣太,櫂太,翔偉多,諧太
かいち	一一,佳伊一,佳一,佳一知,佳一地,佳壱地,佳生知,加一,可一,嘉一,嘉壱,嘉逸,嘉市,夏一,夏壱,夏溢,夏唯治,果一,火鳥,珂壱,禾一,華一,迦一,賀一,賀壱,介市,介治,介千,介知,介地,介智,介稚,介致,快市,快治,快千,快知,快地,快智,快稚,快致,快直,改一,改市,改治,改千,改知,改地,改智,改稚,改致,魁一,魁治,魁千,魁知,魁地,魁智,魁稚,魁致,海一,海壱,海茅,海市,海治,海千,海知,海地,海智,海稚,海致,海馳,界壱,界市,界治,界千,界知,界地,界智,界稚,界致,皆市,皆治,皆千,皆知,皆智,皆稚,皆致,絵市,絵治,絵千,絵知,絵地,絵智,絵稚,絵致,開一,開市,開治,開千,開知,開地,開智,開稚,開致,開馳,凱市,凱治,凱千,凱知,凱地,凱智,凱稚,凱致,叶一,喜一,甲斐知,甲斐智,桧地,桧智,櫂地,櫂智,櫂道,諧市,諧治,諧知,諧地,諧智,諧稚,諧致
かいどう	快道,海導,海童,海道,海銅,開道,凱道,街道
かいま	会真,会馬,会摩,会磨,快真,快馬,快摩,快磨,怪真,怪馬,怪摩,怪磨,改真,改馬,改摩,改磨,改麻,魁真,魁磨,魁麻,海真,海馬,海摩,海磨,芥磨,開真,開馬,開摩,開磨,貝真,貝馬,貝摩,貝磨,凱誠,櫂馬
かいむ	快夢,改夢,魁武,海夢,開夢,凱夢
かいゆう	介結,快優,快雄,改優,海結,海優,海友,海悠,海雄,海侑,界佑,界雄
かいよう	海陽,海瑶,櫂遥,櫂陽
かいりゅう	快琉,快竜,改竜,改龍,海龍
かいる	可いる,華衣瑠,廻流,快琉,快瑠,魁流,魁琉,魁粒,魁瑠,海流,海琉,海隆,海瑠,界隆,界瑠,絵瑠,開瑠,凱琉,凱瑠,叶偉琉,桧琉,桧瑠,櫂琉,櫂瑠,翔威琉,翔衣琉
かいん	歌音,珂音,華韻,快音,海允,櫂韻
かげとら	影虎,影寅,景虎,景寅
かざと	海聖,風音,風人,風斗,風杜,風渡,風登,風都,風飛,風里,風翔
かずおみ	一臣,員臣,計臣,算臣,収臣,順臣,数臣,千臣,知臣,量臣,和修,和臣
かずきよ	一岐代,一潔,一清,寿清,和希代,和潔,和浄,和清,和精,和聖,和雪,和淨
かずし	一司,一史,一嗣,一士,一志,一獅,一紫,一至,一詩,一資,胤士,胤志,佳瑞士,紀志,航士,主獅,数嗣,数志,千嗣,千志,旦志,知史,知志,智志,和司,和史,和嗣,和士,和志,和獅,和紫,和至,和詞,和詩,和資,和侍,和巳
かずしげ	一滋,一重,一成,一繁,一茂,壱重,円重,寿重,宗茂,数茂,千滋,和薫,和滋,和重,和成,和繁,和茂
かずたか	一宇,一敬,一賢,一孝,一昂,一高,一尊,一鷹,一天,一鳳,一隆,加治孝,教隆,三貴,主鷹,寿賢,春鷹,数高,千喬,千嵩,千尊,二宇,麗孝,和享,和喬,和教,和敬,和賢,和孝,和高,和峻,和駿,和崇,和嵩,和尊,和鷹,和天,和隆
かずてる	一映,一光,一照,員照,数輝,数光,数照,千輝,和映,和瑛,和光,和照
かずと	一叶,一虎,一士,一寿,一十,一人,一仁,一聡,一天,一杜,一渡,一登,一途,一都,一土,一冬,一刀,一飛,壱人,壱仁,壱斗,運叶,運仁,応百,佳寿人,佳瑞人,加寿人,加寿土,夏寿斗,紀翔,起人,航士,航人,航斗,航翔,司登,司翔,主虎,主渡,主和,寿斗,寿都,寿翔,春虎,春登,勝人,勝登,数永,数人,数翔,千冬,知人,知斗,知飛,知翔,飛一,万人,雄斗,良斗,麗士,麗斗,和永,和外,和叶,和虎,和士,和寿都,和十,和人,和仁,和澄,和説,和聡,和徒,和斗,和杜翔,和渡,和登,和途,和都,和冬,和飛,和百,和豊,和利,和留,和橙,和翔
かずとし	一慧,一敬,一寿,一俊,一駿,一聡,一智,一等,一惇,一年,一敏,一利,一理,一壽,幸俊,数利,知俊,百寿,万智,万年,和功,和歳,和寿,和淑,和俊,和駿,和年,和敏,和勇,和要,和利
かずとも	一具,一知,一智,一朝,一友,一有,運知,千知,千智,千伴,和委,和供,和共,和知,和智,和朝,和伴,和朋,和友,和侶,和倫
かずとよ	一仁,一富,一冨,一豊,一晨,千豊,万豊,和響,和仁,和富,和冨,和豊,和晨
かずとら	一虎,主虎,寿寅,千虎,和虎,和寅
かずなお	一尚,一直,一猶,員直,数尚,数直,数猶,和尚,和直,和猶,和眞
かずなり	一業,一功,一就,一勢,一成,一入,一有,壱成,員成,員也,計成,計也,航也,寿哉,寿斉,数成,数也,千成,千也,和哉,和就,和成,和政,和誠,和斉,和也
かずのすけ	一之介,一之助,員之助,胤之助,数之介,数之助,数之輔,千之助,和之介,和之助
かずのぶ	一修,一伸,一信,一展,和允,和延,和演,和宜,和修,和述,和伸,和信,和誠,和宣,和暢,和展,和靖
かずのり	一鑑,一規,一儀,一義,一教,一矩,一憲,一謙,一孔,一乗,一仁,一則,一典,一展,一徳,一範,一了,壱紀,員典,胤仁,教慎,数徳,知典,万象,和規,和義,和教,和矩,和敬,和憲,和功,和剛,和載,和宣,和則,和典,和徳,和伯,和範,和法,和命,和倫,和令,和熙
かずはる	一玄,一治,一春,一陽,積遥,良春,和映,和栄,和温,和桜,和治,和春,和晴,和悠,和遥,和陽,和遙
かずひこ	カズヒコ,一彦,一良,壱良,員彦,佳寿彦,加寿彦,嘉寿彦,計彦,算彦,司彦,収彦,順彦,数彦,知彦,量彦,和久,和比古,和彦
かずひさ	一永,一久,一桐,一恒,一寿,一尚,一悠,一壽,計久,航悠,寿久,数寿,雄悠,和久,和玖,和恒,和寿,和尚,和仙,和悠
かずひで	一偉,一英,一秀,員秀,寿栄,数偉,数英,数秀,千秀,冬英,和偉,和英,和嗣,和秀
かずひと	一史,一人,一仁,一斉,一等,胤仁,円仁,九一,孤独,数人,数仁,千仁,和一,和史,和人,和仁,和斉,和等
かずひろ	かずひろ,一拡,一寛,一啓,一敬,一公,一宏,一広,一弘,一浩,一紘,一寿紘,一尋,一大,一宙,一博,一優,一裕,一洋,一廣,員裕,胤広,佳寿浩,佳瑞弘,嘉瑞広,啓宏,兼大,航博,司滉,主浩,主丈,数宏,数広,数弘,数紘,数博,知大,知博,良優,量敬,和寬,和寛,和啓,和宏,和広,和弘,和浩,和紘,和尋,和大,和日郎,和博,和比呂,和彦,和優,和裕,和洋,和廣,和滉
かずふみ	一史,一書,一章,一二三,一文,計史,憲史,数史,数文,千史,和郁,和史,和書,和章,和文
かずまさ	一応,一雅,一匡,一勝,一将,一昌,一真,一政,一正,一誠,一優,員昌,司雅,七大,主将,数将,数昌,数正,千雅,千真,千政,千正,利雅,量正,和雅,和幹,和薫,和勝,和将,和昌,和真,和征,和政,和正,和聖,和誠,和大,和柾,和優,和將,和眞,應元
かずみち	一途,一道,一満,一理,一倫,一路,一迪,胤道,数道,千道,千路,万路,和往,和軌,和径,和宙,和通,和途,和道,和倫,和路,和迪
かずみつ	一光,一満,和光
かずむ	一武,一夢,一勇,千夢,和武
かずゆき	カズユキ,一薫,一孝,一幸,一行,一志,一征,一雪,一到,一透,一之,一侑,胤雪,嘉寿之,航之,寿幸,数行,数雪,数之,政幸,千倖,千幸,万之,雄志,量之,和維,和往,和起,和亨,和恭,和行,和志,和遵,和征,和雪,和之,和侑
かつあき	一照,加都昭,且明,健朗,功晃,克顕,克彰,克昭,克章,克明,克陽,勝旭,勝暁,勝啓,勝顕,勝昂,勝秋,勝彰,勝招,勝昭,勝晶,勝章,勝紹,勝彬,勝明,勝亮,捷昭
かつし	一司,伽津士,活志,甲士,豪氏,克司,克史,克嗣,克士,克師,克志,克至,克詩,克慈,克心,勝司,勝史,勝嗣,勝士,勝志,勝至
かつしげ	カツシゲ,克滋,克重,克繁,克茂,勝薫,勝滋,勝重,勝成,勝繁,勝茂
かつじ	一二,伽津二,佳都至,功至,克司,克次,克治,克二,勝司,勝事,勝侍,勝児,勝慈,勝時,勝次,勝滋,勝治,勝示,勝道,勝二,勝路,捷司
かつと	活人,活斗,活都,且人,且刀,克人,克斗,克渡,克登,克都,勝音,勝人,勝斗,勝渡,勝登,勝都,独斗
かつとし	強敵,功章,克穏,克寿,克俊,克年,克敏,克利,勝季,勝紀,勝歳,勝寿,勝淑,勝俊,勝年,勝敏,勝勇,勝利,雄利
かつとも	克友,勝委,勝供,勝共,勝知,勝智,勝朝,勝伴,勝朋,勝友,勝侶
かつなり	克就,克成,克斉,勝成
かつのぶ	功惟,功伸,克伸,克信,克宣,克暢,勝延,勝宜,勝述,勝伸,勝信,勝宣,勝暢,勝展,雄靖
かつのり	活紀,且訓,且則,且典,且法,克紀,克憲,克則,克典,克道,克徳,克緑,克乘,勝紀,勝規,勝記,勝教,勝憲,勝載,勝織,勝則,勝典,勝徳,勝範,勝法,徳智,亮典
かつひこ	かつひこ,一彦,恰彦,活彦,葛彦,褐彦,轄彦,強彦,健彦,克彦,勝比古,勝彦
かつひさ	葛久,且久,功久,克久,克恒,克寿,克尚,克悠,勝久,勝恒,勝寿,勝尚,勝弥,勝悠,将尚
かつひで	活偉,活英,活秀,褐秀,克偉,克英,克秀,勝偉,勝英,勝秀
かつひと	且人,功一,克一,克人,克仁,克斉,克等,勝一,勝人,勝仁,勝斉,勝等,雄仁,雄民
かつま	且真,且馬,健真,克真,克馬,克摩,克磨,克麻,勝真,勝馬,勝摩,勝磨,勝麻
かつまさ	功将,豪将,克雅,克勝,克将,克昌,克仁,克正,克全,克優,勝雅,勝匡,勝将,勝昌,勝真,勝政,勝正,勝誠,勝大,勝柾,勝優,勝將,捷将,勉正,優征
かつや	活哉,活也,活弥,活矢,葛哉,葛也,且也,且弥,桂也,健也,功也,克哉,克也,克耶,克弥,克矢,克彌,勝哉,勝也,勝耶,勝弥,勝矢,勝彌,雄也,剋哉
かつゆき	且幸,且行,桂之,功幸,克幸,克行,克至,克駿,克将,克晋,克之,克侑,勝喜,勝幸,勝行,勝征,勝通,勝之,勝逞,積幸,勉之,力之
かつよし	健仁,功義,克佳,克喜,克義,克圭,克由,克良,勝愛,勝佳,勝嘉,勝喜,勝義,勝吉,勝慶,勝好,勝淑,勝承,勝善,勝優,勝良,雄能
かつより	克依,克頼,克和,勝依,勝因,勝寄,勝拠,勝従,勝順,勝選,勝頼
かなり	郁也,可稔
かねひさ	兼久,兼恒,兼寿,兼尚,兼弥,兼悠,謙久,謙恒,謙寿,謙尚
かねひで	金秀,兼偉,兼英,兼秀,謙偉,謙英,謙秀,鉄偉,鉄英,鉄秀
かねひろ	金洋,兼嘉,兼寛,兼啓,兼宏,兼広,兼弘,兼浩,兼尋,兼大,兼博,兼裕,兼洋,謙博,周弘
かねまさ	銀聖,兼雅,兼勝,兼将,兼昌,兼政,兼正,兼大,兼柾,兼優,兼將,謙匡
かねやす	金保,兼安,兼億,兼穏,兼休,兼恭,兼康,兼泰,兼保,兼靖,兼裕
かぶと	加太,可太,嘉武人,歌舞斗,兜,兜杜,甲斗,彼武人,翔太
かもん	佳文,佳門,嘉文,嘉門,禾門,花門,椛紋,香門,掃部
かやと	伽耶人,佳也斗,佳弥十,佳矢斗,夏八人,夏也斗,夏夜人,夏野登,夏椰人,夏椰斗,珂矢人,禾弥人,華弥釈,賀弥斗,茅人,茅都,萱人,萱翔,香八十,草斗,彼野人,彼矢斗,蘭哉采,力哉斗,翔也斗,翔弥斗
